       13665;           0;     9817.08;           0;     14038.9;
     7143.29;           0;           0;           0;           0;
     564.621;     7760.74;     2351.53;     9551.17;     14812.3;
           0;           0;           0;     4186.95;     5233.76;
       13812;     6887.47;           0;     16173.7;     4721.34;
