   5.2358399e+01;   5.4592089e+01;   4.5586287e+01;   5.5818157e+01;   3.3713201e+01;   5.5133733e+01;   2.4706668e+01;   3.9368029e+01;   3.6619307e+01;   3.9093201e+01;   3.1540775e+01;   1.5998644e+01;   3.6226486e+01;   6.4148563e+01;   4.4829910e+01;   4.2014537e+01;   5.0368832e+01;   4.6472100e+01;   5.1089276e+01;   4.0501134e+01;   6.1380573e+01;   4.2418596e+01;   5.0515872e+01;   4.5321508e+01;   4.3721319e+01;   5.6889206e+01;   6.4802753e+01;   6.1478144e+01;   6.4939650e+01;   7.2947826e+01;   5.6964208e+01;   4.1651162e+01;   5.2358399e+01;
   5.1022569e+01;   5.3511713e+01;   5.7510460e+01;   5.1413467e+01;   6.7252525e+01;   5.5980634e+01;   3.3308545e+01;   2.2264656e+01;   1.9473289e+01;   4.1328792e+01;   4.0318598e+01;   3.6738471e+01;   2.0642540e+01;   5.1830017e+01;   6.2413589e+01;   3.4315460e+01;   4.6571872e+01;   5.7736809e+01;   5.5663806e+01;   2.3670061e+01;   5.9674417e+01;   4.1712322e+01;   4.6463606e+01;   3.8929879e+01;   7.0888831e+01;   6.1600506e+01;   5.1584144e+01;   5.3785359e+01;   4.7162567e+01;   4.1007726e+01;   6.2869436e+01;   6.0480982e+01;   3.8541552e+01;
   3.5371866e+01;   6.5114491e+01;   5.0719559e+01;   4.8398449e+01;   7.1385179e+01;   6.0648638e+01;   3.6908460e+01;   2.2021102e+01;   3.1772033e+01;   2.7519572e+01;   4.1715401e+01;   5.4525042e+01;   5.0731122e+01;   6.0391627e+01;   4.8692312e+01;   3.9318876e+01;   3.7006833e+01;   4.4971672e+01;   3.6342832e+01;   4.6101461e+01;   4.6074883e+01;   3.6621315e+01;   2.3822299e+01;   4.3258646e+01;   5.0143171e+01;   5.7468395e+01;   6.0847845e+01;   5.2429067e+01;   5.0709499e+01;   5.2645795e+01;   5.6178160e+01;   6.9561018e+01;   4.1883882e+01;
   7.9723671e+01;   4.4840805e+01;   6.2001727e+01;   6.9358764e+01;   5.1438095e+01;   5.2897850e+01;   3.0622547e+01;   4.3370749e+01;   3.2995639e+01;   2.6907841e+01;   3.3716798e+01;   3.2147046e+01;   3.1183499e+01;   4.3863272e+01;   4.1108055e+01;   5.3716393e+01;   4.0336396e+01;   4.9780746e+01;   5.7094795e+01;   5.7473473e+01;   4.8426578e+01;   5.1063294e+01;   3.5160589e+01;   2.8199126e+01;   5.2813940e+01;   3.0345913e+01;   3.3530596e+01;   5.5719961e+01;   3.8707898e+01;   8.3226208e+01;   7.5522340e+01;   6.2312171e+01;   5.0947514e+01;
   7.1240159e+01;   6.9900992e+01;   6.6598289e+01;   6.1312805e+01;   4.5682518e+01;   5.4421843e+01;   4.6226822e+01;   5.0746574e+01;   4.1930328e+01;   2.2271332e+01;   2.9351306e+01;   4.9020615e+01;   4.6474109e+01;   7.6059193e+01;   7.9072827e+01;   7.0344631e+01;   6.1983026e+01;   7.6379133e+01;   7.5667321e+01;   4.3786393e+01;   3.9543131e+01;   2.4301066e+01;   3.2464258e+01;   2.7116493e+01;   2.9088359e+01;   2.8188021e+01;   4.3588575e+01;   5.5828030e+01;   6.3744217e+01;   6.9638086e+01;   7.3702962e+01;   3.8294750e+01;   4.9879973e+01;
   7.8158137e+01;   6.5508016e+01;   7.5830751e+01;   5.2365265e+01;   5.3260666e+01;   4.8711046e+01;   4.2575598e+01;   5.1897705e+01;   3.7612379e+01;   4.4378333e+01;   4.3730053e+01;   3.0399746e+01;   3.6910888e+01;   5.3866195e+01;   7.8470159e+01;   7.6485807e+01;   5.4691712e+01;   6.9189251e+01;   5.4925862e+01;   4.1425900e+01;   4.4075544e+01;   2.5333423e+01;   3.2727667e+01;   4.9065894e+01;   3.6525656e+01;   1.3826125e+01;   2.8034924e+01;   4.7180523e+01;   5.4092194e+01;   5.4352663e+01;   2.5575633e+01;   3.1434906e+01;   6.2737212e+01;
   7.1014709e+01;   4.8388513e+01;   5.4478174e+01;   5.6523818e+01;   2.8097505e+01;   4.6956250e+01;   4.8338985e+01;   6.7300922e+01;   4.4017766e+01;   5.0815026e+01;   4.1158640e+01;   4.8344487e+01;   2.7161117e+01;   5.5951842e+01;   5.3293734e+01;   6.2832540e+01;   5.2422918e+01;   4.2527348e+01;   6.5081855e+01;   4.7837538e+01;   4.0293300e+01;   2.0939238e+01;   1.9395713e+01;   4.4350406e+01;   3.9167909e+01;   4.8092804e+01;   7.0932655e+01;   4.4622530e+01;   7.0891707e+01;   5.3890498e+01;   6.4135879e+01;   4.4186380e+01;   6.1459107e+01;
   5.9735303e+01;   6.8261643e+01;   8.2420602e+01;   5.1825410e+01;   3.8262101e+01;   6.1194606e+01;   4.2567191e+01;   6.5017515e+01;   6.1118995e+01;   4.3362644e+01;   4.1350802e+01;   4.0754024e+01;   3.1043039e+01;   3.2255978e+01;   5.6300652e+01;   5.7499692e+01;   4.7485644e+01;   4.2335477e+01;   4.5016006e+01;   5.4690005e+01;   5.0644181e+01;   5.3218361e+01;   2.9850642e+01;   6.5153317e+01;   5.3169030e+01;   6.2102016e+01;   7.4081976e+01;   7.2366799e+01;   7.6750632e+01;   5.9887899e+01;   6.8183362e+01;   6.5488302e+01;   4.3254452e+01;
   5.0971900e+01;   5.7728204e+01;   5.4738224e+01;   3.4732214e+01;   5.1318092e+01;   4.5375239e+01;   3.8841536e+01;   6.4694612e+01;   4.9366719e+01;   4.3626626e+01;   2.2894182e+01;   1.8132251e+01;   2.1297368e+01;   2.8176443e+01;   2.4728253e+01;   6.8862515e+01;   4.5419345e+01;   4.5368182e+01;   5.7634885e+01;   4.7973993e+01;   6.0089027e+01;   6.9665783e+01;   6.5343813e+01;   7.4813454e+01;   5.4011848e+01;   5.3997231e+01;   7.9097662e+01;   1.0279444e+02;   8.4461329e+01;   4.6529924e+01;   6.3807016e+01;   7.0087484e+01;   4.3202789e+01;
   4.9700187e+01;   2.7111367e+01;   4.4128131e+01;   4.9822450e+01;   4.5238439e+01;   5.6720056e+01;   6.5377726e+01;   5.2044347e+01;   5.6224354e+01;   4.7031640e+01;   2.8966282e+01;   3.5206257e+01;   4.0788047e+01;   4.7819485e+01;   2.8599974e+01;   2.9120232e+01;   3.4853479e+01;   1.6113612e+01;   4.2396584e+01;   4.8980382e+01;   6.3885069e+01;   8.2543420e+01;   7.8972177e+01;   6.8083038e+01;   5.5352103e+01;   7.0981711e+01;   7.1419924e+01;   9.9995029e+01;   9.2847130e+01;   5.3724165e+01;   5.0203343e+01;   7.4360724e+01;   6.7116455e+01;
